item1,item2,n
eleph,captain,1
surgeon,captain,1
lazi,captain,1
george,captain,1
harass,captain,1
cling,captain,1
isabella,captain,1
churchil,captain,1
yorkshir,captain,1
surpriz,captain,1
enscomb,captain,1
poorer,captain,1
distinctli,captain,1
dye,captain,1
balanc,captain,1
pore,captain,1
gloriou,captain,1
concert,captain,1
mourner,captain,1
compress,captain,1
clifton,captain,1
row,captain,1
interchang,captain,1
lame,captain,1
steeper,captain,1
pensiv,captain,1
quotat,captain,1
allen,captain,1
pump,captain,1
tilnei,captain,1
tilney,captain,1
gloucestershir,captain,1
thorpe,captain,1
milsom,captain,1
andrew,captain,1
general,captain,1
twelfth,captain,1
dragoon,captain,1
quell,captain,1
insurg,captain,1
brickbat,captain,1
northang,captain,1
clai,captain,1
walter,captain,1
elliot,captain,1
kellynch,captain,1
musgrov,captain,1
uppercross,captain,1
insert,captain,1
russel,captain,1
russell,captain,1
croft,captain,1
monkford,captain,1
wentworth,captain,1
domingo,captain,1
1806,captain,1
henrietta,captain,1
charles,captain,1
musgrove,captain,1
midshipmen,captain,1
frigat,captain,1
laconia,captain,1
incuri,captain,1
cellar,captain,1
collar,captain,1
asp,captain,1
beckon,captain,1
harvil,captain,1
unabsurd,captain,1
slender,captain,1
lisbon,captain,1
grierson,captain,1
harville,captain,1
hayter,captain,1
shropshir,captain,1
musgroves,captain,1
umpir,captain,1
impeach,captain,1
shirlei,captain,1
vext,captain,1
glean,captain,1
nut,captain,1
lyme,captain,1
cobb,captain,1
benwick,captain,1
inexpens,captain,1
byron,captain,1
pallid,captain,1
corps,captain,1
incumbr,captain,1
camden,captain,1
yestermorn,captain,1
brigden,captain,1
unperplex,captain,1
toilsom,captain,1
vanquish,captain,1
impetuos,captain,1
suaviti,captain,1
headship,captain,1
colonel,carter,1
hast,carter,1
jane,carter,1
lydia,carter,1
mamma,carter,1
disconcert,carter,1
catherin,carter,1
meryton,carter,1
forster,carter,1
captain,carter,1
watson,carter,1
clarke,carter,1
colonel,watson,1
lydia,watson,1
mamma,watson,1
forster,watson,1
captain,watson,1
carter,watson,1
clarke,watson,1
colonel,clarke,1
lydia,clarke,1
mamma,clarke,1
forster,clarke,1
captain,clarke,1
carter,clarke,1
watson,clarke,1
centr,louisa,1
henri,louisa,1
nineteen,louisa,1
everyth,louisa,1
anybodi,louisa,1
harri,louisa,1
heighten,louisa,1
seventeen,louisa,1
warmth,louisa,1
exet,louisa,1
roof,louisa,1
wall,louisa,1
hung,louisa,1
merri,louisa,1
limb,louisa,1
steep,louisa,1
apolog,louisa,1
ai,louisa,1
recept,louisa,1
carefulli,louisa,1
quicken,louisa,1
straight,louisa,1
intern,louisa,1
helpless,louisa,1
navi,louisa,1
briefli,louisa,1
blunder,louisa,1
school,louisa,1
zeal,louisa,1
composedli,louisa,1
sob,louisa,1
bruis,louisa,1
ann,louisa,1
hyster,louisa,1
aliv,louisa,1
feign,louisa,1
prettiest,louisa,1
wrapt,louisa,1
mari,louisa,1
obei,louisa,1
floor,louisa,1
holidai,louisa,1
receipt,louisa,1
dr,louisa,1
negoti,louisa,1
adjoin,louisa,1
brow,louisa,1
upright,louisa,1
loiter,louisa,1
harp,louisa,1
scornfulli,louisa,1
novemb,louisa,1
ribbon,louisa,1
curaci,louisa,1
revert,louisa,1
tete,louisa,1
divis,louisa,1
felicit,louisa,1
remors,louisa,1
kei,louisa,1
autumn,louisa,1
wont,louisa,1
shaken,louisa,1
entangl,louisa,1
inconsol,louisa,1
binglei,louisa,1
darci,louisa,1
jump,louisa,1
captain,louisa,1
stile,louisa,1
charl,louisa,1
wake,louisa,1
brotherli,louisa,1
unnecessarili,louisa,1
mary,louisa,1
plainer,louisa,1
georgiana,louisa,1
suppress,louisa,1
hedg,louisa,1
stroll,louisa,1
indebt,louisa,1
stagger,louisa,1
apac,louisa,1
substitut,louisa,1
lowest,louisa,1
rough,louisa,1
suscept,louisa,1
bitterest,louisa,1
shrink,louisa,1
perman,louisa,1
overtook,louisa,1
flight,louisa,1
connexion,louisa,1
nurseri,louisa,1
julia,louisa,1
emul,louisa,1
sailor,louisa,1
channel,louisa,1
frederick,louisa,1
joyou,louisa,1
endang,louisa,1
avert,louisa,1
naval,louisa,1
trinket,louisa,1
literari,louisa,1
cling,louisa,1
emma,louisa,1
cope,louisa,1
pet,louisa,1
million,louisa,1
row,louisa,1
fervour,louisa,1
interchang,louisa,1
assort,louisa,1
pump,louisa,1
vehement,louisa,1
clai,louisa,1
unrival,louisa,1
elliot,louisa,1
musgrov,louisa,1
uppercross,louisa,1
russel,louisa,1
russell,louisa,1
croft,louisa,1
wentworth,louisa,1
henrietta,louisa,1
charles,louisa,1
musgrove,louisa,1
asp,louisa,1
harvil,louisa,1
harville,louisa,1
hayter,louisa,1
credibl,louisa,1
shropshir,louisa,1
impeach,louisa,1
shirlei,louisa,1
shirley,louisa,1
glean,louisa,1
nut,louisa,1
lyme,louisa,1
cobb,louisa,1
benwick,louisa,1
crewkhern,louisa,1
stead,louisa,1
blain,louisa,1
camden,louisa,1
revel,louisa,1
tempera,louisa,1
hurrican,louisa,1
thicker,louisa,1
meantim,carolin,1
joyfulli,carolin,1
binglei,carolin,1
jane,carolin,1
hertfordshir,carolin,1
darci,carolin,1
anyon,carolin,1
pemberlei,carolin,1
decidedli,carolin,1
wilfulli,carolin,1
count,carolin,1
predict,carolin,1
host,carolin,1
otwai,carolin,1
horseback,prognost,1
offici,prognost,1
thoma,prognost,1
jane,prognost,1
condescens,prognost,1
stuff,jone,1
apolog,jone,1
headach,jone,1
novel,jone,1
tother,jone,1
creation,jone,1
emin,jone,1
sore,jone,1
bennet,jone,1
etc,jone,1
catherin,jone,1
physician,jone,1
decidedli,jone,1
tom,jone,1
stupidest,jone,1
monk,jone,1
fanni,die,1
approb,die,1
laughter,die,1
passion,die,1
ardent,die,1
bold,die,1
fame,die,1
fullest,die,1
whoever,die,1
cure,die,1
debt,die,1
wherea,die,1
bennet,die,1
tiresom,die,1
jane,die,1
elizabeth,die,1
secondli,die,1
thirdli,die,1
unqualifi,die,1
harriet,die,1
ador,die,1
fearless,die,1
unexampl,die,1
tom,die,1
firstli,die,1
crawford,die,1
latitud,die,1
stoop,die,1
push,die,1
unequal,die,1
fortifi,die,1
goldsmith,die,1
emma,die,1
elton,die,1
cole,die,1
astley,die,1
presumptu,die,1
dismount,horsewoman,1
surpass,horsewoman,1
genuin,horsewoman,1
elizabeth,horsewoman,1
fearless,horsewoman,1
edmund,horsewoman,1
highburi,horsewoman,1
warmth,stile,1
repair,stile,1
dirti,stile,1
ankl,stile,1
wive,stile,1
lane,stile,1
mari,stile,1
adjoin,stile,1
brow,stile,1
elizabeth,stile,1
meryton,stile,1
jump,stile,1
officers,stile,1
captain,stile,1
louisa,stile,1
puddl,stile,1
surmount,stile,1
hedg,stile,1
row,stile,1
wentworth,stile,1
glean,stile,1
nut,stile,1
warmth,puddl,1
repair,puddl,1
frank,puddl,1
dirti,puddl,1
ankl,puddl,1
wive,puddl,1
elizabeth,puddl,1
meryton,puddl,1
jump,puddl,1
officers,puddl,1
stile,puddl,1
churchil,puddl,1
judgment,incred,1
sold,incred,1
repair,incred,1
shot,incred,1
speed,incred,1
dirti,incred,1
shoot,incred,1
neck,incred,1
bold,incred,1
foresight,incred,1
famou,incred,1
falsehood,incred,1
instig,incred,1
dog,incred,1
dissent,incred,1
fox,incred,1
villain,incred,1
skill,incred,1
catherin,incred,1
bought,incred,1
race,incred,1
inconceiv,incred,1
bird,incred,1
infallibli,incred,1
endang,incred,1
campbel,incred,1
isabella,incred,1
greatcoat,incred,1
swiftli,incred,1
churchill,incred,1
morland,incred,1
horsemen,incred,1
winner,incred,1
hound,incred,1
huntsman,incred,1
warmth,withheld,1
wisdom,withheld,1
wiser,withheld,1
jane,withheld,1
elizabeth,withheld,1
bingley,withheld,1
oper,withheld,1
dart,withheld,1
morland,withheld,1
thorp,withheld,1
weston,draught,1
supper,draught,1
apothecari,draught,1
bennet,draught,1
netherfield,draught,1
jane,draught,1
jones,draught,1
anywher,draught,1
quantiti,draught,1
madeira,draught,1
nail,draught,1
emma,draught,1
woodhous,draught,1
slice,draught,1
mat,draught,1
par,draught,1
shew,testifi,1
anybodi,testifi,1
convert,testifi,1
displeasur,testifi,1
chuse,testifi,1
mari,testifi,1
netherfield,testifi,1
binglei,testifi,1
jane,testifi,1
harriet,testifi,1
lowli,testifi,1
studious,testifi,1
musgrov,testifi,1
commend,dish,1
pianofort,dish,1
cover,dish,1
supper,dish,1
whist,dish,1
indispos,dish,1
graciou,dish,1
wide,dish,1
indol,dish,1
enumer,dish,1
echo,dish,1
jane,dish,1
elizabeth,dish,1
hurst,dish,1
catherin,dish,1
longbourn,dish,1
phillip,dish,1
ragout,dish,1
de,dish,1
bourgh,dish,1
orderli,dish,1
jenkinson,dish,1
carv,dish,1
norri,dish,1
emma,dish,1
grandmama,dish,1
indol,ragout,1
elizabeth,ragout,1
hurst,ragout,1
dish,ragout,1
catherin,scamper,1
jump,scamper,1
haunch,scamper,1
equipag,scamper,1
blowsi,untidi,1
untidi,blowsi,1
dirti,petticoat,1
inch,petticoat,1
hide,petticoat,1
thankfulli,petticoat,1
mud,petticoat,1
inch,mud,1
hide,mud,1
petticoat,mud,1
funer,exhibit,1
forbear,exhibit,1
fanni,exhibit,1
disapprov,exhibit,1
ornament,exhibit,1
limit,exhibit,1
wall,exhibit,1
woodi,exhibit,1
stuff,exhibit,1
hung,exhibit,1
feebl,exhibit,1
midst,exhibit,1
cap,exhibit,1
brilliant,exhibit,1
restrain,exhibit,1
fame,exhibit,1
magnific,exhibit,1
recal,exhibit,1
rock,exhibit,1
luxuri,exhibit,1
mari,exhibit,1
mutton,exhibit,1
thoma,exhibit,1
extinguish,exhibit,1
lamp,exhibit,1
sweep,exhibit,1
binglei,exhibit,1
tiresom,exhibit,1
jane,exhibit,1
elizabeth,exhibit,1
darci,exhibit,1
finer,exhibit,1
contempl,exhibit,1
ticket,exhibit,1
unweari,exhibit,1
willingli,exhibit,1
growth,exhibit,1
volubl,exhibit,1
lofti,exhibit,1
bewild,exhibit,1
bertram,exhibit,1
connexion,exhibit,1
untoward,exhibit,1
bread,exhibit,1
isl,exhibit,1
wight,exhibit,1
butter,exhibit,1
chasm,exhibit,1
velvet,exhibit,1
castl,exhibit,1
purpl,exhibit,1
yate,exhibit,1
yates,exhibit,1
theatric,exhibit,1
concentr,exhibit,1
gust,exhibit,1
rai,exhibit,1
slice,exhibit,1
forest,exhibit,1
workbag,exhibit,1
orchard,exhibit,1
vault,exhibit,1
fullerton,exhibit,1
tilnei,exhibit,1
blaiz,exhibit,1
cliff,exhibit,1
fragment,exhibit,1
putnei,exhibit,1
hoop,exhibit,1
tapestri,exhibit,1
misgiv,exhibit,1
lyme,exhibit,1
bai,exhibit,1
charmouth,exhibit,1
sand,exhibit,1
pinni,exhibit,1
diffid,adventur,1
depart,adventur,1
wisdom,adventur,1
drift,adventur,1
neglig,adventur,1
charlott,adventur,1
constitut,adventur,1
wash,adventur,1
befal,adventur,1
worthless,adventur,1
composit,adventur,1
binglei,adventur,1
darci,adventur,1
attornei,adventur,1
assum,adventur,1
harriet,adventur,1
brain,adventur,1
shrink,adventur,1
bill,adventur,1
imped,adventur,1
gouti,adventur,1
snow,adventur,1
coldest,adventur,1
passabl,adventur,1
chapter,adventur,1
emma,adventur,1
woodhous,adventur,1
hartfield,adventur,1
randal,adventur,1
wiltshir,adventur,1
block,adventur,1
accumul,adventur,1
steadiest,adventur,1
cabinet,adventur,1
morland,adventur,1
heroin,adventur,1
fabl,adventur,1
allen,adventur,1
fullerton,adventur,1
thorp,adventur,1
northang,adventur,1
chest,adventur,1
uncl,cheapsid,1
binglei,cheapsid,1
jot,cheapsid,1
uncl,jot,1
binglei,jot,1
cheapsid,jot,1
deceas,downstair,1
everyth,downstair,1
fanni,downstair,1
pull,downstair,1
detain,downstair,1
er,downstair,1
beheld,downstair,1
body,downstair,1
execut,downstair,1
shewn,downstair,1
basi,downstair,1
commiss,downstair,1
gig,downstair,1
charlott,downstair,1
vast,downstair,1
mental,downstair,1
aliv,downstair,1
chat,downstair,1
obei,downstair,1
wine,downstair,1
eliza,downstair,1
inspect,downstair,1
gentli,downstair,1
dry,downstair,1
poorli,downstair,1
bennet,downstair,1
elizabeth,downstair,1
catherin,downstair,1
gallant,downstair,1
bare,downstair,1
trespass,downstair,1
backgammon,downstair,1
mislead,downstair,1
consign,downstair,1
elaps,downstair,1
parasol,downstair,1
fidget,downstair,1
crawford,downstair,1
unfound,downstair,1
soliloqui,downstair,1
wetter,downstair,1
unaccept,downstair,1
biscuit,downstair,1
emma,downstair,1
woodhous,downstair,1
appl,downstair,1
fairfax,downstair,1
churchill,downstair,1
overcar,downstair,1
bake,downstair,1
allen,downstair,1
tilnei,downstair,1
tilney,downstair,1
elast,downstair,1
judici,singular,1
whip,singular,1
patro,singular,1
catherin,singular,1
rein,singular,1
crawford,singular,1
dexter,singular,1
henri,reader,1
accommod,reader,1
disinclin,reader,1
shyness,reader,1
seventeen,reader,1
tend,reader,1
vulgar,reader,1
censur,reader,1
thursdai,reader,1
scott,reader,1
aim,reader,1
sagac,reader,1
novel,reader,1
endow,reader,1
mental,reader,1
pang,reader,1
walker,reader,1
weeks,reader,1
jame,reader,1
uninform,reader,1
reduc,reader,1
tale,reader,1
elizabeth,reader,1
catherin,reader,1
captain,reader,1
collin,reader,1
shelv,reader,1
behalf,reader,1
matur,reader,1
review,reader,1
bosom,reader,1
intercept,reader,1
compress,reader,1
morland,reader,1
allen,reader,1
launch,reader,1
thorpe,reader,1
foe,reader,1
camilla,reader,1
unprejud,reader,1
historian,reader,1
harvil,reader,1
benwick,reader,1
byron,reader,1
centr,charl,1
nephew,charl,1
henri,charl,1
uncl,charl,1
discharg,charl,1
shew,charl,1
nineteen,charl,1
everyth,charl,1
harri,charl,1
fanni,charl,1
richer,charl,1
matern,charl,1
shyness,charl,1
parliament,charl,1
seventeen,charl,1
warmth,charl,1
fanny,charl,1
unfeel,charl,1
exet,charl,1
household,charl,1
purs,charl,1
wall,charl,1
enquir,charl,1
hung,charl,1
debat,charl,1
spoil,charl,1
sportsmen,charl,1
merri,charl,1
loud,charl,1
sympath,charl,1
zealous,charl,1
infirm,charl,1
terror,charl,1
invari,charl,1
indisposit,charl,1
issu,charl,1
mansion,charl,1
enquiri,charl,1
intrus,charl,1
dirti,charl,1
grant,charl,1
previou,charl,1
shoot,charl,1
tumbl,charl,1
jest,charl,1
recept,charl,1
rash,charl,1
curricl,charl,1
devot,charl,1
curat,charl,1
amidst,charl,1
proprietor,charl,1
smith,charl,1
imaginari,charl,1
temptat,charl,1
repos,charl,1
headach,charl,1
plymouth,charl,1
accur,charl,1
cast,charl,1
helpless,charl,1
ly,charl,1
halloo,charl,1
staid,charl,1
usher,charl,1
somehow,charl,1
school,charl,1
zeal,charl,1
assuag,charl,1
knee,charl,1
sob,charl,1
kick,charl,1
bruis,charl,1
ann,charl,1
hyster,charl,1
mourn,charl,1
januari,charl,1
persist,charl,1
mari,charl,1
plea,charl,1
obei,charl,1
cure,charl,1
oliv,charl,1
drawback,charl,1
stage,charl,1
dorsetshir,charl,1
reluctantli,charl,1
dog,charl,1
worri,charl,1
dr,charl,1
provoc,charl,1
teaz,charl,1
thoma,charl,1
esq,charl,1
paragraph,charl,1
coachman,charl,1
ii,charl,1
novemb,charl,1
harbour,charl,1
anybody,charl,1
curaci,charl,1
bishop,charl,1
vacant,charl,1
somerset,charl,1
loung,charl,1
sofa,charl,1
disord,charl,1
darl,charl,1
mood,charl,1
errand,charl,1
acquir,charl,1
artifici,charl,1
invalid,charl,1
autumn,charl,1
disquiet,charl,1
birth,charl,1
bennet,charl,1
netherfield,charl,1
binglei,charl,1
elizabeth,charl,1
teas,charl,1
everywher,charl,1
robinson,charl,1
jump,charl,1
pemberlei,charl,1
captain,charl,1
louisa,charl,1
decidedli,charl,1
unvari,charl,1
handwrit,charl,1
union,charl,1
yawn,charl,1
rector,charl,1
contempl,charl,1
anywher,charl,1
mislead,charl,1
undertaken,charl,1
consign,charl,1
mary,charl,1
objection,charl,1
comfortless,charl,1
hotel,charl,1
suppress,charl,1
cheerfulli,charl,1
indebt,charl,1
anne,charl,1
instinct,charl,1
remonstr,charl,1
stagger,charl,1
junior,charl,1
box,charl,1
fasten,charl,1
apac,charl,1
months,charl,1
reappear,charl,1
war,charl,1
substitut,charl,1
lowest,charl,1
top,charl,1
petul,charl,1
cake,charl,1
niece,charl,1
presumpt,charl,1
bitterest,charl,1
farth,charl,1
stoke,charl,1
perman,charl,1
overbear,charl,1
special,charl,1
baronet,charl,1
connexion,charl,1
tom,charl,1
edmund,charl,1
nurseri,charl,1
crawford,charl,1
anderson,charl,1
freehold,charl,1
grandson,charl,1
push,charl,1
glee,charl,1
tread,charl,1
squabbl,charl,1
job,charl,1
dick,charl,1
fearfulli,charl,1
maddox,charl,1
tap,charl,1
undertook,charl,1
borough,charl,1
knelt,charl,1
wig,charl,1
stephen,charl,1
leader,charl,1
chase,charl,1
printer,charl,1
secretari,charl,1
enclos,charl,1
lordship,charl,1
thrush,charl,1
humouredli,charl,1
susan,charl,1
betsei,charl,1
sam,charl,1
rebecca,charl,1
rosi,charl,1
rag,charl,1
loudest,charl,1
drown,charl,1
powerless,charl,1
pet,charl,1
decemb,charl,1
motto,charl,1
balanc,charl,1
hodg,charl,1
interchang,charl,1
grandison,charl,1
duodecimo,charl,1
swear,charl,1
clai,charl,1
unutter,charl,1
walter,charl,1
elliot,charl,1
kellynch,charl,1
16,charl,1
1810,charl,1
musgrov,charl,1
uppercross,charl,1
insert,charl,1
cheshir,charl,1
dugdal,charl,1
sheriff,charl,1
loyalti,charl,1
russel,charl,1
wentworth,charl,1
henrietta,charl,1
charles,charl,1
musgrove,charl,1
spine,charl,1
beckon,charl,1
harvil,charl,1
hayter,charl,1
musgroves,charl,1
spicer,charl,1
winthrop,charl,1
shirlei,charl,1
bookish,charl,1
lyme,charl,1
benwick,charl,1
crewkhern,charl,1
blain,charl,1
camden,charl,1
clamour,charl,1
immort,charl,1
fanni,model,1
coincid,model,1
destini,model,1
simplic,model,1
household,model,1
regul,model,1
doat,model,1
constanc,model,1
innoc,model,1
polish,model,1
everybodi,model,1
upright,model,1
feminin,model,1
elizabeth,model,1
catherin,model,1
pemberlei,model,1
de,model,1
bourgh,model,1
grove,model,1
safest,model,1
crawford,model,1
admiral,model,1
ecclesford,model,1
woodhous,model,1
isabella,model,1
elton,model,1
shepherd,model,1
mapl,model,1
walter,model,1
uncl,finer,1
everyth,finer,1
horrid,finer,1
stage,finer,1
mechan,finer,1
habitu,finer,1
binglei,finer,1
elizabeth,finer,1
derbyshir,finer,1
exhibit,finer,1
galleri,finer,1
theatr,finer,1
nobler,finer,1
isabella,finer,1
tilnei,finer,1
strive,taller,1
fanni,taller,1
skin,taller,1
neck,taller,1
soft,taller,1
sob,taller,1
firmer,taller,1
uniform,taller,1
bennet,taller,1
elizabeth,taller,1
lieutenant,taller,1
speechless,taller,1
everyth,net,1
pin,net,1
purs,net,1
paint,net,1
cover,net,1
sweetest,net,1
debt,net,1
needl,net,1
jame,net,1
hast,net,1
joy,net,1
box,net,1
bewild,net,1
tom,net,1
toi,net,1
varnish,net,1
carpent,net,1
cloak,net,1
cotton,net,1
isabella,net,1
glu,net,1
judgment,list,1
roof,list,1
dirti,list,1
gross,list,1
brilliant,list,1
smith,list,1
navi,list,1
alphabet,list,1
constanc,list,1
fourteen,list,1
pair,list,1
thoma,list,1
harbour,list,1
lydia,list,1
elizabeth,list,1
darci,list,1
meryton,list,1
captain,list,1
italian,list,1
regularli,list,1
aloof,list,1
creditor,list,1
subjoin,list,1
reduct,list,1
drank,list,1
ship,list,1
leader,list,1
spithead,list,1
outlin,list,1
22nd,list,1
neatli,list,1
dockyard,list,1
motherbank,list,1
swore,list,1
r,list,1
enrol,list,1
hymen,list,1
pore,list,1
udolpho,list,1
musgrov,list,1
uppercross,list,1
russel,list,1
russell,list,1
wentworth,list,1
whomsoev,dozen,1
shew,dozen,1
anybodi,dozen,1
purs,dozen,1
frank,dozen,1
impertin,dozen,1
terror,dozen,1
pope,dozen,1
shewn,dozen,1
queen,dozen,1
incredul,dozen,1
constanc,dozen,1
abridg,dozen,1
mari,dozen,1
clamor,dozen,1
prior,dozen,1
undesir,dozen,1
cow,dozen,1
publish,dozen,1
remors,dozen,1
crime,dozen,1
jane,dozen,1
derbyshir,dozen,1
capac,dozen,1
vice,dozen,1
preach,dozen,1
harriet,dozen,1
ward,dozen,1
bertram,dozen,1
rev,dozen,1
career,dozen,1
hundredth,dozen,1
alli,dozen,1
nation,dozen,1
creep,dozen,1
mous,dozen,1
spectat,dozen,1
religi,dozen,1
stern,dozen,1
assail,dozen,1
heartburn,dozen,1
betsei,dozen,1
rebecca,dozen,1
chapter,dozen,1
martin,dozen,1
tramper,dozen,1
gang,dozen,1
morland,dozen,1
pump,dozen,1
thorp,dozen,1
decri,dozen,1
milton,dozen,1
eulog,dozen,1
novelist,dozen,1
murder,dozen,1
elliot,dozen,1
croft,dozen,1
henri,substanti,1
approb,substanti,1
destini,substanti,1
compact,substanti,1
wall,substanti,1
fat,substanti,1
mansion,substanti,1
stone,substanti,1
casement,substanti,1
aliv,substanti,1
parsonag,substanti,1
puppi,substanti,1
premis,substanti,1
sweep,substanti,1
darci,substanti,1
captain,substanti,1
train,substanti,1
anne,substanti,1
social,substanti,1
mess,substanti,1
french,substanti,1
english,substanti,1
enclos,substanti,1
pensiv,substanti,1
squir,substanti,1
terrier,substanti,1
semicircular,substanti,1
newfoundland,substanti,1
musgrov,substanti,1
uppercross,substanti,1
wentworth,substanti,1
yeomen,substanti,1
unmodern,substanti,1
tight,substanti,1
vine,substanti,1
pear,substanti,1
veranda,substanti,1
traveller,substanti,1
slender,substanti,1
affluenc,capac,1
limit,capac,1
pope,capac,1
mass,capac,1
abridg,capac,1
prior,capac,1
hearer,capac,1
publish,capac,1
kei,capac,1
indol,capac,1
nothing,capac,1
dozen,capac,1
threadbar,capac,1
bertram,capac,1
hundredth,capac,1
poet,capac,1
preacher,capac,1
spectat,capac,1
stern,capac,1
heterogen,capac,1
chapter,capac,1
decri,capac,1
milton,capac,1
eulog,capac,1
novelist,capac,1
everyth,paltri,1
merest,paltri,1
trivial,paltri,1
devic,paltri,1
foul,paltri,1
revolt,paltri,1
commonplac,paltri,1
ingeni,devic,1
paltri,devic,1
safer,devic,1
sheepskin,devic,1
cun,affin,1
despic,affin,1
overthrow,affin,1
wickham,affin,1
definit,affin,1
cun,despic,1
everyth,despic,1
poignant,despic,1
undoubt,despic,1
thoma,despic,1
affin,despic,1
connexion,despic,1
cun,physician,1
imbib,physician,1
fanni,physician,1
departur,physician,1
fever,physician,1
despatch,physician,1
stopt,physician,1
atmospher,physician,1
frame,physician,1
lawyer,physician,1
emin,physician,1
disord,physician,1
infect,physician,1
bribe,physician,1
jone,physician,1
bertram,physician,1
mansfield,physician,1
edmund,physician,1
hectic,physician,1
emma,physician,1
perri,physician,1
bate,physician,1
poison,physician,1
windsor,physician,1
plod,physician,1
ordinari,compli,1
deceas,compli,1
everyth,compli,1
dispatch,compli,1
grant,compli,1
cheat,compli,1
weston,compli,1
repetit,compli,1
whist,compli,1
everybodi,compli,1
per,compli,1
heroism,compli,1
revert,compli,1
exce,compli,1
bennet,compli,1
luca,compli,1
lizzi,compli,1
elizabeth,compli,1
catherin,compli,1
cent,compli,1
sanction,compli,1
cheerfulli,compli,1
quarrelsom,compli,1
bertram,compli,1
folk,compli,1
equip,compli,1
pump,compli,1
tilney,compli,1
milsom,compli,1
skeleton,compli,1
laurentina,compli,1
henri,decidedli,1
uncl,decidedli,1
judgment,decidedli,1
everyth,decidedli,1
relationship,decidedli,1
fanni,decidedli,1
barouch,decidedli,1
fanny,decidedli,1
vicin,decidedli,1
squar,decidedli,1
cultiv,decidedli,1
basket,decidedli,1
ladyship,decidedli,1
enquiri,decidedli,1
previou,decidedli,1
east,decidedli,1
body,decidedli,1
openli,decidedli,1
sun,decidedli,1
knock,decidedli,1
weston,decidedli,1
gather,decidedli,1
eclat,decidedli,1
ann,decidedli,1
robert,decidedli,1
constanc,decidedli,1
impedi,decidedli,1
occurr,decidedli,1
cherri,decidedli,1
everybodi,decidedli,1
constitut,decidedli,1
thoma,decidedli,1
bonnet,decidedli,1
bristol,decidedli,1
thomas,decidedli,1
bennet,decidedli,1
hertfordshir,decidedli,1
maria,decidedli,1
courteou,decidedli,1
captain,decidedli,1
carolin,decidedli,1
jone,decidedli,1
charl,decidedli,1
misunderstand,decidedli,1
gracefulli,decidedli,1
mary,decidedli,1
compat,decidedli,1
deservedli,decidedli,1
grove,decidedli,1
delici,decidedli,1
harriet,decidedli,1
reappear,decidedli,1
butler,decidedli,1
attic,decidedli,1
bertram,decidedli,1
crawford,decidedli,1
chasm,decidedli,1
retook,decidedli,1
flavour,decidedli,1
eatabl,decidedli,1
stoop,decidedli,1
eleanor,decidedli,1
glare,decidedli,1
fearfulli,decidedli,1
graver,decidedli,1
descri,decidedli,1
wholesom,decidedli,1
retrac,decidedli,1
emma,decidedli,1
knightlei,decidedli,1
brunswick,decidedli,1
elton,decidedli,1
churchil,decidedli,1
surpriz,decidedli,1
eaten,decidedli,1
martin,decidedli,1
distinctli,decidedli,1
wingfield,decidedli,1
mapl,decidedli,1
landau,decidedli,1
strawberri,decidedli,1
apparatu,decidedli,1
hautboi,decidedli,1
chili,decidedli,1
currant,decidedli,1
clai,decidedli,1
elliot,decidedli,1
wentworth,decidedli,1
hayter,decidedli,1
wall,trespass,1
stolen,trespass,1
compromis,trespass,1
novemb,trespass,1
torn,trespass,1
wisher,trespass,1
catherin,trespass,1
judgement,trespass,1
downstair,trespass,1
collin,trespass,1
18th,trespass,1
seennight,trespass,1
mislead,trespass,1
farmer,trespass,1
appl,trespass,1
orchard,trespass,1
tilney,trespass,1
amic,trespass,1
fanny,profus,1
crimson,profus,1
devot,profus,1
feather,profus,1
bennet,profus,1
galleri,profus,1
laurel,profus,1
grove,profus,1
bench,profus,1
mahogani,profus,1
grander,profus,1
oblong,profus,1
velvet,profus,1
cushion,profus,1
ledg,profus,1
mapl,profus,1
years,leas,1
stake,leas,1
industri,leas,1
everingham,leas,1
binglei,studier,1
provis,unvari,1
shew,unvari,1
strive,unvari,1
breast,unvari,1
everywher,unvari,1
captain,unvari,1
charl,unvari,1
hartfield,unvari,1
wentworth,unvari,1
hayter,unvari,1
centr,victori,1
lock,victori,1
kei,victori,1
bennet,victori,1
celer,victori,1
doubl,victori,1
edmund,victori,1
drawer,victori,1
allen,victori,1
contest,victori,1
bolt,victori,1
leap,victori,1
caviti,victori,1
urgenc,minc,1
chicken,minc,1
meal,minc,1
impuls,minc,1
pi,minc,1
scallop,minc,1
oyster,minc,1
gold,pi,1
weston,pi,1
silk,pi,1
roar,pi,1
minc,pi,1
trai,pi,1
chatter,pi,1
bend,pi,1
riotou,pi,1
pigeon,pi,1
lamb,pi,1
lame,pi,1
revel,pi,1
tressel,pi,1
brawn,pi,1
uncl,gardiner,1
fifteen,gardiner,1
openli,gardiner,1
honestli,gardiner,1
exuber,gardiner,1
warn,gardiner,1
lizzi,gardiner,1
jane,gardiner,1
lydia,gardiner,1
elizabeth,gardiner,1
pemberlei,gardiner,1
distribut,gardiner,1
newest,gardiner,1
lambton,gardiner,1
prose,vers,1
elbow,vers,1
charad,vers,1
dab,vers,1
benwick,vers,1
wriggl,vers,1
chick,vers,1
fanni,poetri,1
paint,poetri,1
scott,poetri,1
tenderest,poetri,1
brief,poetri,1
enthusiast,poetri,1
evening,poetri,1
efficaci,poetri,1
imag,poetri,1
